,Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
1176,SPQR: A History of Ancient Rome,Mary Beard,4.4,1967.0,569.0,2,Textbooks & Study Guides,1110.0,ancient rome matter it history empire conquest cruelty excess something still judge it myth story romulus remus rape lucretia still strike chord u and debate citizenship security right individual still influence debate civil liberty today,2
1177,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,4.3,3136.0,937.0,1,Travel Writing & Commentary,770.0,it elizabeth gilbert sobbing bathroom floor she husband house trying baby want a bitter divorce turbulent love affair later emerges battered bewildered realises time pursue journey search three thing missing pleasure devotion balance,2
1178,Tatalog,Harish Bhat,3.8,12.0,1005.0,784,Analysis & Strategy,352.0,tatalog present eight riveting hitherto untold story strategic operational challenge tata company faced past two decade forward thinking determination raised brand new height from tata indica first completely indian car jewelry brand tanishq tata finance survived several tribulation tatalog written tata insider reveals dna every tata enterprise combination pioneering purposive principled perfect,2
1179,Creative Visualization,Shakti Gawain,4.6,382.0,398.0,828,Personal Success,180.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
1180,The Harbinger II: The Return,Jonathan Cahn,4.8,317.0,586.0,1,Religious & Spiritual Fiction,614.0,are unprecedented crisis time sign warning coming judgment doe ancient mystery hold secret event time future america world is mystery even behind shaking overtaken world america how much time left,2
1181,One Small Step Can Change Your Life: The Kaizen Way to Success,Dr. Robert Maurer,4.6,673.0,1774.0,890,Analysis & Strategy,437.0,the kaizen way change life,2
1182,Close to the Bone,Lisa Ray,4.5,103.0,1003.0,1,Biographies & Autobiographies (Books),950.0,a thrilling journey inwards much outwards a freida pinto,2
1183,The Witches,Roald Dahl,4.8,12.0,615.0,359,Children's Literature & Fiction (Books),268.0,brought penguin,1
1184,HBR Guide to Better Business Writing,Harvard Business Review,4.5,334.0,501.0,1,Business Careers,240.0,do let writing hold back,2
1185,One of Us Is Lying,Karen McManus,4.6,3909.0,752.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1186,"Dark Psychology and Manipulation: For a Better Life: The Ultimate Guide to Learning the Art of Persuasion, Emotional Influence, NLP Secrets, Hypnosis, Body Language, and Mind Control Techniques",Brandon Goleman,4.1,73.0,501.0,1,Personal Development & Self-Help,205.0,if want know deeply going deepen emotional intelligence live happy fulfilled life keep reading,2
1187,The Sense of Style: The Thinking Person’s Guide to Writing in the 21st Century,Steven Pinker,4.4,644.0,888.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
1188,Fall of Giants,Ken Follett,4.5,9044.0,323.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1189,"Goodbye Parkinson’s, Hello Life!: The Gyro-Kinetic Method for Eliminating Symptoms and Reclaiming Your Good Health",Alex Kerten,4.2,115.0,469.0,141,"Mind, Body & Spirit",228.0,parkinson disease disorder central nervous system affect million people america million worldwide in goodbye parkinson hello life alex kerten present breakthrough holistic technique combine dance therapy behavior modification martial art prove life beyond diagnosis pd,2
1190,IELTS Guide to Speaking: The International English Language Testing System,Richard Aspinall,4.5,268.5,379.0,670,Language Learning & Teaching,42.0,ielts popular english exam world today it also ideal way perfect english language basic advanced level in series escorted course richard aspinall teacher proven track record teaching ielts curriculum successfully world he take easy follow guide represented student learn everything need know improve english get score exam,2
1191,Gardens of the Moon: The Malazan Book of the Fallen 1,Ralph Lister,4.1,1412.0,1093.0,2,Contemporary Fiction (Books),1562.0,random house present audiobook edition garden moon the malazan book fallen steven erikson read ralph lister,3
1192,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,4.6,586.0,1131.0,2,Physics (Audible Audiobooks & Originals),828.0,there time universe meant everything yet recent year discovery physic cosmology led number scientist conclude universe may one among many with prose inspired use analogy brian greene show range different multiverse proposal emerges theory developed explain refined observation subatomic particle dark depth space multiverse infinite number doppelgängers reading sentence distant universe multiverse comprising vast ocean bubble universe one multiverse endlessly cycle time one might hovering millimeter away yet remains invisible another every possibility allowed quantum physic brought life or perhaps strangest multiverse made purely mathematics,2
1193,"Feel Better Fast and Make It Last: Unlock Your Brain's Healing Potential to Overcome Negativity, Anxiety, Anger, Stress, and Trauma",Daniel G. Amen MD,4.4,363.0,938.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
1194,Olympus: An Indian Retelling of the Greek Myths,Devdutt Pattanaik,4.3,167.0,879.0,626,"Myths, Legends & Sagas",503.0,is connection greek hindu mythology doe something common root or maybe exchange idea century followed arrival alexander great greek emissary travelled kingdom mathura magadha,2
1195,Forgiveness & Loving the Inner Child,Louise L. Hay,4.4,67.0,257.0,2,Personal Development & Self-Help,29.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
1196,Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,E. L. James,4.3,20842.0,1093.0,2,Contemporary Fiction (Books),1189.0,for loved fifty shade grey second instalment less enthralled immerse james sinfully debauched world,2
1197,A Little Book of Happiness,Ruskin Bond,4.3,116.0,233.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1198,Ashadh ka Ek Din [Free One Day],Mohan Rakesh,4.5,268.5,501.0,2,Plays,211.0,this hindi play mohan rakesh debuted considered first modern hindi play the play received sangeet natak akademi award best play,2
1199,The Prosperous Coach: Increase Income and Impact for You and Your Clients,Steve Chandler,4.7,529.0,501.0,1,Marketing (Audible Audiobooks & Originals),260.0,show client see say client one else would dare say,2
1200,One Part Woman,Perumal Murugan,4.1,256.0,754.0,2,Historical Fiction (Audible Audiobooks & Originals),394.0,kali ponna effort conceive child vain hounded taunt insinuation others hope come converge chariot festival temple ardhanareeswara god,2
1201,"Ask and It Is Given, Volume 1: The Law of Attraction",Jerry Hicks,4.5,268.5,562.0,2,Personal Development & Self-Help,212.0,a listen come understand universal law govern reality influence relationship health issue finance career concern it birthright live life filled everything good audio program show make every way,2
1202,The Prophet,Khalil Gibran,4.4,1645.0,93.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1203,"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,4.4,503.0,11862.0,1,Technology & Society,504.0,the author bold the rise superman explore altered state consciousness ignite passion fuel creativity accelerate problem solving groundbreaking book vein daniel pink drive charles duhigg smarter faster better,2
1204,Fantastic Beasts and Where to Find Them: Read by Eddie Redmayne,J.K. Rowling,4.5,2363.0,652.0,-1,,486.5,a set textbook hogwarts school witchcraft wizardry since publication newt scamander masterpiece entertained wizarding family generation fantastic beast where find them indispensable introduction magical beast wizarding world,2
1205,Conscious Business,Fred Kofman,4.5,268.5,1406.0,2,Business Management,581.0,in conscious business join visionary teacher founder leading learning community master skill,2
1206,The Last Juror,John Grisham,4.5,955.0,410.0,2,Suspense,355.0,the murderer danny padgitt tried packed courtroom clanton mississippi the trial came startling dramatic end defendant threatened revenge juror convicted nevertheless found guilty sentenced life prison but mississippi necessarily mean nine year later danny padgitt managed get paroled he returned ford county retribution began,2
1207,The Last Juror,John Grisham,4.5,955.0,410.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1208,The Heart Sutra: Becoming a Buddha Through Meditation,Osho,4.5,11.0,351.0,-1,,486.5,the heart sutra originally short set verse given privacy message one buddha close disciple sariputra specifically addressed over time heart sutra became one buddhism core teaching,2
1209,Crazy Rich Asians,Kevin Kwan,4.3,4681.0,721.0,-1,,486.5,crazy rich asian outrageously funny debut novel three pedigreed chinese family gossip backbiting scheming occurs heir one massive fortune asia brings home abc chinese girlfriend wedding season,2
1210,Royal,Danielle Steel,4.7,416.0,703.0,-1,,486.5,in spellbinding tale danielle steel princess sent away safety world war ii fall love lost forever,2
