Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
HBR's 10 Must Reads on Leadership,Harvard Business Review,Go from being a good manager to an extraordinary leader. ,4.6,311.0,668.0,341,Marketing (Audible Audiobooks & Originals),378.0
The Four Agreements,don Miguel Ruiz,"Don Miguel Ruiz has dedicated his life to sharing the wisdom of the ancient Toltec. For more than two decades, he has guided others toward their personal freedom. Today, he continues to combine his unique blend of ancient wisdom and modern-day awareness through journeys to sacred sites around the world.",4.6,12634.0,501.0,627,"Mind, Body & Spirit",151.0
Common Stocks and Uncommon Profits,Philip A. Fisher,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.1,98.0,445.0,163,Investing & Trading,175.0
Summary of Awaken the Giant Within by Tony Robbins,Dean Bokhari,Book summary of Awaken the Giant Within by Tony Robbins.,4.5,268.5,117.0,2,Personal Development & Self-Help,43.0
Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],Robert Maurer,"From the moment we step into this world, we are programmed and told to believe that any kind of 'change' is hard to effectuate. We are told that it is something which must be hard fought and doesn't come without a great deal of struggle. Get ready to discard this antiquated understanding of life processes. ",4.4,102.0,668.0,498,Personal Development & Self-Help,310.0
Children of Time,Adrian Tchaikovsky,Adrian Tchaikovksy's critically acclaimed stand-alone novel Children of Time is the epic story of humanity's battle for survival on a terraformed planet. ,4.5,3748.0,873.0,714,Space Opera Science Fiction,991.0
Private Party: Love in Times of Tinder,Shanaya Taneja,"You meet Malini, the young woman who has it all! She is the hard-partying rich woman who enjoys the luxuries that her high finances afford her. With her overwhelming beauty in a life of leisure, she delves into each opportunity to fulfil herself. She plans big private parties that promise to be extra wild, where a very select audience is invited. ",3.6,4.0,0.0,48,Adult Collections & Anthologies,19.0
Agni Ki Udaan [Flight of Fire],A.P.J Abdul Kalam,"Dr. Kalam had a firm belief - that each one of us is born with the strength and potential to make a tangible change in the world. In Agni Ki Udaan, Dr. Kalam recounts his own life journey and while doing so evokes in the listener the need to discover their inner fire and potential. ",4.6,578.0,668.0,506,Biographies & Autobiographies (Books),431.0
Eleven Minutes,Paulo Coelho," Eventually, Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness, 'sexual pleasure for its own sake', or risking everything to find her own 'inner light' and the possibility of sacred sex, sex in the context of love.",4.3,1177.0,5709.0,899,Personal Development & Self-Help,373.0
Dotcom Secrets: The Underground Playbook for Growing Your Company Online with Sales Funnels,Russell Brunson,Master the science of funnel building to grow your company online with sales funnels in this updated edition from the $100 million entrepreneur and cofounder of the software company ClickFunnels.   ,4.7,1256.0,750.0,284,Marketing (Audible Audiobooks & Originals),399.0
A Little Life,Hanya Yanagihara,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,5291.0,323.0,-1,,486.5
The Man Who Solved the Market,Gregory Zuckerman,Brought to you by Penguin.,4.4,1040.0,888.0,279,Programming,644.0
Revolution Twenty20: Love. Corruption. Ambition,Chetan Bhagat,"In Revolution Twenty20, Chetan Bhagat explores the lives of three close friends from Varanasi, set against the backdrop of India's corrupt political system.",4.5,268.5,568.0,1,Romance (Books),618.0
"So Long, Lollipops: The Free Until The End of the World Novella",Sarah Lyons Fleming,**WARNING** ,4.8,174.0,0.0,30,Post-Apocalyptic Science Fiction,192.0
"Sorry, You're Not My Type",Sudeep Nagarkar,All relationships should come with a precautionary warning: HANDLE WITH CARE.,4.5,268.5,502.0,902,Contemporary Fiction (Books),259.0
The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,"Now, Hawking presents an even more comprehensive look at our universe, its creation, and how we see ourselves within it. Imagine sitting in a comfortable room listening to Hawking discuss his latest theories and place them in historical context with science's other great achievements--it would be like hearing Christopher Columbus deliver the news about the new world. ",4.6,2731.0,612.0,512,Earth Sciences Books,210.0
Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Damian Ryan,"The world of digital media is changing at a phenomenal pace. Constantly evolving technologies are transforming not just how we access our information but how we interact and communicate with one another on a global scale. Understanding Digital Marketing is a practical, no-nonsense guide to web-marketing, the rules of new media and researching the new generation of digital consumers. Clear, informative and entertaining, it covers key topics such as search marketing, social media, Google, mobile marketing, affiliate marketing, email marketing, performance marketing, customer engagement and digital marketing strategies. ",4.6,33.0,1005.0,864,Internet & Social Media (Books),961.0
Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,Poker champion turned business consultant Annie Duke teaches you how to get comfortable with uncertainty and make better decisions as a result. ,4.2,516.0,879.0,616,Psychology (Audible Audiobooks & Originals),410.0
Pax Indica: India and the World of the 21st Century,Shashi Tharoor,"The book Pax Indica: India and the World of the 21st Century, written by an Indian author Shashi Tharoor, is an emphasis on the Indian diplomacy and its role in the global world. The book gives us an insightful and an interesting coverage of India's foreign policies and how the policies affect the common man. It also explains that in Indian politics why policies are important to an India focused on domestic transformation. Shashi Tharoor surveys and examines the major International relationships, offers suggestion about the country's need for the required platform, along with the country's responsibilities to maintain its position globally, making his book an informative text to the people of the world. ",4.4,357.0,1382.0,572,Essays (Books),1250.0
The Ultimate Jim Rohn Library,Jim Rohn,"So, what is it about Jim Rohn that has made him so tremendously effective in teaching others how to become so massively successful? ",5.0,1.0,2008.0,323,Personal Development & Self-Help,683.0
Keepers of the Kalachakra,Ashwin Sanghi,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.1,942.0,836.0,-1,,486.5
Pehchane Shareer ki Bhasha [The Definitive Book of Body Language],Allan Pease,"Pehchane Sharir Ki Bhasha, The Definitive Book of Body Language in Hindi, as the title suggests, is a definitive book that delves into the science of body language, written in a lucid and engaging manner. The authors of the book hope to spread their expert knowledge of body language to the masses by revealing the secrets of body language They also assert that more often than not what people say is quite different from what they think or what they feel.",4.3,76.0,836.0,881,Personal Development & Self-Help,677.0
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"The unabridged, downloadable audiobook edition of Moonwalking with Einstein: The Art and Science of Remembering Everything, Joshua Foer's part-memoir, part-guide on mastering your memory. Read by Mike Chamberlain. On average, people squander forty days annually trying to remember things they’ve forgotten. Joshua Foer used to be one of those people. But after a year of training, he found himself in the finals of the U.S. Memory Championship. He also discovered a truth we too often forget: In every way, we are the sum of our memories. In Moonwalking with Einstein Foer draws on cutting-edge research, the cultural history of memory and the techniques of 'mental atheletes' to transform our understanding of human remembering. He learns the ancient methods used by Cicero and Medieval scholars. ",4.3,1247.0,683.0,288,Memory Improvement,571.0
The New Market Wizards: Conversations with America's Top Traders,Jack D. Schwager,"In The New Market Wizards, successful traders relate the financial strategies that have rocketed them to success. Asking questions that listeners with an interest or involvement in the financial markets would love to pose to the financial superstars, Jack D. Schwager encourages these financial wizards to share their insights. Entertaining, informative, and invaluable, The New Market Wizards is destined to become another Schwager classic.                              ",4.5,263.0,836.0,352,Analysis & Strategy,961.0
Dilli Darbaar (Hindi Edition),Satya Vyas,"Dilli Darbaar is the story of a young, jovial techno-geek called Rahul Mishra and his journey from being a careless flirt to a responsible man. Rahul moves from a small town to Delhi for better future prospects, and this brings about changes in his life and lifestyle to which he must adapt. His mantra in life is 'there is always a shortcut to success' - which he ironically proves right through his own eccentric ways. ",4.2,364.0,668.0,967,Romance (Books),318.0
